order_id,order_date,ship_date,category,sales,quantity,profit
160150,19/07/2012,20/07/2012,Binders,2.03,1,-1.35
119907,01/12/2012,08/12/2012,Binders,55.42,2,19.4
151708,08/08/2011,14/08/2011,Furnishings,121.38,4,-3.03
151708,08/08/2011,14/08/2011,Accessories,95.98,3,-10.8
164959,12/07/2014,16/07/2014,Labels,8.67,3,4.07
121468,20/11/2014,21/11/2014,Phones,31.97,4,2.4
108455,03/12/2013,09/12/2013,Paper,25.92,4,12.44
108455,03/12/2013,09/12/2013,Paper,40.46,7,19.83
108455,03/12/2013,09/12/2013,Storage,33.87,3,8.81
108098,15/10/2013,19/10/2013,Accessories,177,3,30.09
140410,03/11/2012,07/11/2012,Phones,1212.85,7,106.12
140410,03/11/2012,07/11/2012,Accessories,89.97,3,37.79
140410,03/11/2012,07/11/2012,Furnishings,42.6,3,16.61
139661,31/10/2014,04/11/2014,Furnishings,9.64,2,3.66
141586,18/10/2013,21/10/2013,Binders,18.16,5,6.58
100468,25/11/2013,02/12/2013,Phones,33.52,2,3.35
100468,25/11/2013,02/12/2013,Furnishings,9.94,2,3.08
153388,01/08/2012,07/08/2012,Art,6.72,4,3.36
153388,01/08/2012,07/08/2012,Tables,1004.98,6,-175.87
103611,13/09/2014,16/09/2014,Furnishings,8.36,2,3.01
100384,25/06/2014,02/07/2014,Art,385.6,8,111.82
100384,25/06/2014,02/07/2014,Art,35.82,9,11.82
148446,11/12/2014,15/12/2014,Tables,1669.6,4,116.87
111059,04/02/2011,07/02/2011,Binders,83.84,2,27.25
111059,04/02/2011,07/02/2011,Binders,13.27,3,4.31
116204,12/02/2014,15/02/2014,Binders,21.34,7,7.73
144806,06/12/2012,11/12/2012,Furnishings,206.11,6,48.95
144806,06/12/2012,11/12/2012,Paper,19.92,5,6.72
144806,06/12/2012,11/12/2012,Paper,198.27,8,61.96
144806,06/12/2012,11/12/2012,Storage,247.1,6,-58.69
144806,06/12/2012,11/12/2012,Art,86.3,6,9.71
159884,01/09/2014,06/09/2014,Storage,10.74,1,0.81
159884,01/09/2014,06/09/2014,Fasteners,8.38,3,2.72
124086,11/02/2014,15/02/2014,Bookcases,203.98,2,16.8
107181,05/02/2011,09/02/2011,Binders,82.9,3,29.01
107181,05/02/2011,09/02/2011,Paper,34.24,4,16.09
159345,18/06/2013,23/06/2013,Paper,111.96,2,54.86
111507,06/02/2012,13/02/2012,Art,5.28,3,1.53
112116,16/03/2012,18/03/2012,Tables,171.96,2,44.71
126809,10/04/2013,14/04/2013,Binders,35.35,9,12.82
105172,04/04/2011,09/04/2011,Labels,18.9,6,9.07
107293,06/09/2014,07/09/2014,Art,2.78,1,0.72
132101,19/03/2012,25/03/2012,Phones,453.58,3,39.69
152002,12/06/2014,12/06/2014,Paper,122.97,3,60.26
157385,23/11/2011,25/11/2011,Chairs,603.92,5,-67.94
157385,23/11/2011,25/11/2011,Envelopes,21.84,3,10.48
157385,23/11/2011,25/11/2011,Accessories,29.99,1,6.3
157385,23/11/2011,25/11/2011,Chairs,381.44,2,23.84
122826,23/06/2012,25/06/2012,Phones,201.57,4,22.68
117317,19/10/2011,19/10/2011,Paper,13.44,3,6.59
115819,20/04/2013,25/04/2013,Phones,39.96,5,12.99
115819,20/04/2013,25/04/2013,Art,5.46,3,1.53
115819,20/04/2013,25/04/2013,Art,73.2,5,21.23
115819,20/04/2013,25/04/2013,Binders,5.84,1,1.97
115819,20/04/2013,25/04/2013,Paper,22.72,4,10.22
115819,20/04/2013,25/04/2013,Binders,9.34,3,3.27
156349,26/05/2011,30/05/2011,Bookcases,290.67,2,27.36
156349,26/05/2011,30/05/2011,Phones,201.58,2,20.16
156349,26/05/2011,30/05/2011,Phones,83.98,2,31.49
138380,22/12/2014,26/12/2014,Storage,1000.02,7,290.01
108560,09/07/2014,16/07/2014,Furnishings,198.46,2,99.23
108560,09/07/2014,16/07/2014,Labels,786.48,8,385.38
108560,09/07/2014,16/07/2014,Binders,23.17,2,7.82
108560,09/07/2014,16/07/2014,Accessories,50,2,10.5
157084,19/12/2012,24/12/2012,Phones,675.96,5,84.5
157084,19/12/2012,24/12/2012,Accessories,1265.85,3,556.97
168984,26/11/2011,02/12/2011,Paper,15.55,3,5.44
168984,26/11/2011,02/12/2011,Storage,669.08,5,-167.27
168984,26/11/2011,02/12/2011,Phones,438.34,4,-87.67
111829,19/03/2012,20/03/2012,Storage,1247.64,3,349.34
111829,19/03/2012,20/03/2012,Copiers,3149.93,7,1480.47
111829,19/03/2012,20/03/2012,Paper,209.7,2,100.66
135699,29/08/2011,29/08/2011,Paper,109.92,2,53.86
135699,29/08/2011,29/08/2011,Paper,13.36,2,6.41
132444,19/11/2014,22/11/2014,Storage,169.68,6,45.81
132444,19/11/2014,22/11/2014,Accessories,132.52,4,54.33
132444,19/11/2014,22/11/2014,Fasteners,2.96,2,1.42
132444,19/11/2014,22/11/2014,Binders,8.45,2,2.96
132444,19/11/2014,22/11/2014,Storage,95.94,3,9.59
161809,21/01/2014,27/01/2014,Phones,160.78,3,10.05
127285,31/10/2014,07/11/2014,Binders,88.75,3,27.74
127285,31/10/2014,07/11/2014,Binders,13.9,2,5.21
107615,23/03/2013,26/03/2013,Accessories,58.58,2,19.33
122728,19/05/2013,25/05/2013,Storage,104.28,3,26.07
122728,19/05/2013,25/05/2013,Paper,17.94,3,8.79
101497,30/09/2013,02/10/2013,Paper,18.97,1,9.11
147585,08/11/2013,13/11/2013,Furnishings,14.82,3,6.22
148376,27/12/2012,31/12/2012,Appliances,106.96,2,31.02
148376,27/12/2012,31/12/2012,Labels,21.56,7,10.35
135657,03/06/2011,07/06/2011,Tables,515.88,6,113.49
139857,03/02/2011,07/02/2011,Fasteners,12.35,5,5.8
106306,09/03/2013,09/03/2013,Binders,9.7,3,-7.11
123491,31/10/2014,06/11/2014,Labels,43.86,6,20.61
123491,31/10/2014,06/11/2014,Phones,148.48,2,16.7
123491,31/10/2014,06/11/2014,Paper,7.42,2,3.71
123491,31/10/2014,06/11/2014,Chairs,71.99,1,-0.9
123491,31/10/2014,06/11/2014,Art,19.9,5,6.57
123491,31/10/2014,06/11/2014,Appliances,1702.12,14,510.64
104003,08/10/2014,14/10/2014,Bookcases,307.67,2,-14.48
130204,03/09/2012,09/09/2012,Storage,31.44,3,8.49
130204,03/09/2012,09/09/2012,Accessories,17.9,2,3.4
130204,03/09/2012,09/09/2012,Accessories,129.45,5,46.6
110527,09/08/2011,16/08/2011,Labels,20.88,8,9.6
168837,15/10/2014,18/10/2014,Furnishings,9.46,2,3.69
116715,03/12/2014,06/12/2014,Storage,559.62,9,151.1
116715,03/12/2014,06/12/2014,Paper,109.92,2,53.86
116715,03/12/2014,06/12/2014,Paper,8.56,2,3.85
130785,05/09/2012,09/09/2012,Bookcases,411.33,4,-4.84
130785,05/09/2012,09/09/2012,Binders,28.75,6,9.7
130785,05/09/2012,09/09/2012,Bookcases,293.2,3,-20.7
105347,24/11/2012,28/11/2012,Paper,368.91,9,180.77
105347,24/11/2012,28/11/2012,Art,14.7,5,6.62
100965,08/07/2013,12/07/2013,Furnishings,215.65,5,73.32
149461,14/11/2013,20/11/2013,Furnishings,4.18,1,1.5
116729,26/12/2013,29/12/2013,Phones,2575.94,7,257.59
116729,26/12/2013,29/12/2013,Paper,45.36,7,21.77
116729,26/12/2013,29/12/2013,Accessories,254.24,7,76.27
131597,14/09/2012,18/09/2012,Tables,170.14,3,-8.51
164833,04/06/2012,04/06/2012,Labels,7.38,2,3.47
164833,04/06/2012,04/06/2012,Art,9.26,2,3.06
125423,13/12/2012,15/12/2012,Labels,9.96,2,4.58
167507,23/12/2013,29/12/2013,Binders,31.32,10,-25.06
167507,23/12/2013,29/12/2013,Furnishings,11.84,4,3.11
167507,23/12/2013,29/12/2013,Furnishings,22.78,1,4.84
113852,30/07/2014,03/08/2014,Accessories,90.57,3,11.77
128370,11/09/2014,11/09/2014,Chairs,362.35,3,27.18
128370,11/09/2014,11/09/2014,Binders,7.18,2,2.25
114643,13/06/2011,17/06/2011,Art,14.52,3,4.79
100839,14/10/2013,18/10/2013,Tables,727.45,5,-465.57
100839,14/10/2013,18/10/2013,Furnishings,24.96,3,4.37
118857,16/04/2014,19/04/2014,Furnishings,196.45,5,70.72
148201,27/08/2013,30/08/2013,Paper,6.48,1,3.11
116932,21/07/2011,25/07/2011,Art,99.2,5,25.79
116932,21/07/2011,25/07/2011,Chairs,801.57,2,50.1
116932,21/07/2011,25/07/2011,Tables,272.85,1,27.28
142888,22/11/2014,26/11/2014,Tables,70.98,1,20.58
118885,30/12/2014,03/01/2015,Chairs,393.57,4,-44.28
118885,30/12/2014,03/01/2015,Phones,302.38,3,22.68
147578,23/04/2013,27/04/2013,Furnishings,31.56,3,10.41
157623,14/03/2011,18/03/2011,Paper,10.56,2,4.75
157623,14/03/2011,18/03/2011,Art,3.38,1,1.25
100083,25/11/2013,30/11/2013,Paper,24.78,1,7.75
109197,31/12/2012,04/01/2013,Binders,487.98,2,152.5
167094,22/10/2014,23/10/2014,Paper,5.18,1,1.81
167094,22/10/2014,23/10/2014,Chairs,478.48,2,47.85
167094,22/10/2014,23/10/2014,Accessories,28.4,2,6.75
157959,03/02/2012,04/02/2012,Furnishings,136.92,4,41.08
105963,16/11/2013,23/11/2013,Accessories,99.39,3,40.75
126865,06/12/2014,08/12/2014,Paper,92.94,3,41.82
102834,10/03/2014,14/03/2014,Accessories,199.98,2,69.99
139710,10/06/2013,16/06/2013,Phones,177.48,3,19.97
121538,29/11/2014,02/12/2014,Paper,88.77,2,31.07
101539,17/03/2014,19/03/2014,Paper,6.48,1,3.11
101539,17/03/2014,19/03/2014,Storage,46.51,1,1.86
101539,17/03/2014,19/03/2014,Phones,659.98,3,49.5
152121,28/11/2013,30/11/2013,Phones,271.99,1,23.8
101245,28/11/2014,04/12/2014,Paper,244.55,5,114.94
101245,28/11/2014,04/12/2014,Accessories,166.16,8,59.82
141768,25/05/2012,27/05/2012,Furnishings,14.73,3,4.86
112109,09/07/2013,13/07/2013,Binders,19.97,2,-13.31
112109,09/07/2013,13/07/2013,Storage,33.49,7,-1.26
112109,09/07/2013,13/07/2013,Binders,8.74,4,-6.12
112109,09/07/2013,13/07/2013,Chairs,662.88,3,74.57
109939,08/05/2012,12/05/2012,Art,5.25,2,0.59
112669,15/04/2013,15/04/2013,Chairs,933.54,4,105.02
112669,15/04/2013,15/04/2013,Storage,42.98,4,4.3
164721,25/11/2011,27/11/2011,Appliances,320.88,6,93.06
164721,25/11/2011,27/11/2011,Furnishings,23.88,3,10.51
164721,25/11/2011,27/11/2011,Paper,26.76,4,12.31
133648,26/06/2014,03/07/2014,Labels,71.04,6,26.64
133648,26/06/2014,03/07/2014,Art,5.34,2,0.73
133648,26/06/2014,03/07/2014,Fasteners,11.3,3,-2.12
166128,12/04/2014,19/04/2014,Accessories,199.95,5,21.99
166128,12/04/2014,19/04/2014,Art,41.86,7,14.23
113110,19/03/2012,23/03/2012,Binders,17.57,2,6.37
113110,19/03/2012,23/03/2012,Labels,14.62,2,6.87
113110,19/03/2012,23/03/2012,Supplies,33.36,4,8.67
113110,19/03/2012,23/03/2012,Paper,40.14,6,19.67
111241,21/08/2014,23/08/2014,Binders,239.12,5,77.71
114237,13/03/2012,15/03/2012,Bookcases,141.96,2,39.75
113516,09/09/2013,11/09/2013,Binders,33.02,2,11.56
113516,09/09/2013,11/09/2013,Binders,67.14,4,23.5
119214,23/01/2012,27/01/2012,Paper,29.04,3,13.94
119214,23/01/2012,27/01/2012,Labels,14.62,2,6.87
122287,18/06/2012,23/06/2012,Paper,11.95,3,4.33
122287,18/06/2012,23/06/2012,Binders,4.54,7,-3.33
122287,18/06/2012,23/06/2012,Binders,9.16,2,-6.1
122287,18/06/2012,23/06/2012,Furnishings,75.36,5,20.72
104493,02/10/2012,08/10/2012,Binders,57.5,6,20.13
106439,31/10/2011,04/11/2011,Fasteners,11.34,3,5.22
106439,31/10/2011,04/11/2011,Storage,80.3,5,20.88
106439,31/10/2011,04/11/2011,Binders,15.97,2,5.39
106439,31/10/2011,04/11/2011,Paper,64.74,13,30.43
106439,31/10/2011,04/11/2011,Binders,19.3,3,6.03
106439,31/10/2011,04/11/2011,Storage,405.64,4,12.17
106439,31/10/2011,04/11/2011,Chairs,146.35,3,-9.15
106439,31/10/2011,04/11/2011,Accessories,251.91,9,47.86
106439,31/10/2011,04/11/2011,Art,12.39,3,3.72
133452,13/04/2012,19/04/2012,Accessories,199.96,4,69.99
133452,13/04/2012,19/04/2012,Tables,710.83,3,-97.74
110996,21/11/2014,26/11/2014,Chairs,283.92,5,-46.14
129693,27/11/2013,03/12/2013,Binders,7.31,2,2.56
122504,08/11/2014,13/11/2014,Accessories,59.97,3,13.79
122504,08/11/2014,13/11/2014,Phones,761.54,7,66.64
131051,01/12/2011,05/12/2011,Furnishings,58.2,3,28.52
120103,24/12/2012,29/12/2012,Paper,106.23,7,37.18
120103,24/12/2012,29/12/2012,Phones,111.98,2,11.2
120103,24/12/2012,29/12/2012,Furnishings,7.71,2,1.74
104647,24/02/2014,02/03/2014,Paper,37.44,6,16.85
139290,26/10/2012,30/10/2012,Labels,5.76,2,2.65
149678,13/04/2012,15/04/2012,Supplies,12.88,1,0.39
124401,08/09/2014,13/09/2014,Storage,37.68,3,2.36
124401,08/09/2014,13/09/2014,Accessories,279.94,7,80.48
140116,10/03/2011,17/03/2011,Storage,636.41,3,-15.91
140116,10/03/2011,17/03/2011,Art,83.17,4,9.36
123295,18/07/2011,18/07/2011,Chairs,259.14,4,-25.91
164882,31/10/2012,31/10/2012,Paper,19.98,1,9.39
164882,31/10/2012,31/10/2012,Binders,398.35,3,124.49
164882,31/10/2012,31/10/2012,Art,5.04,3,1.26
164882,31/10/2012,31/10/2012,Fasteners,17.45,5,8.03
164882,31/10/2012,31/10/2012,Chairs,323.14,4,20.2
164882,31/10/2012,31/10/2012,Supplies,29.7,3,8.02
164882,31/10/2012,31/10/2012,Phones,1295.84,4,145.78
164882,31/10/2012,31/10/2012,Storage,46.84,2,12.65
164882,31/10/2012,31/10/2012,Bookcases,425.83,1,20.04
130267,20/09/2013,24/09/2013,Paper,159.88,7,73.54
155460,14/04/2014,16/04/2014,Paper,5.28,1,2.38
155460,14/04/2014,16/04/2014,Binders,895.92,5,302.37
158246,10/11/2014,12/11/2014,Chairs,215.98,3,-2.7
141607,12/12/2011,17/12/2011,Furnishings,43.31,1,4.33
111115,26/07/2013,28/07/2013,Fasteners,21.48,6,10.74
101938,07/01/2013,12/01/2013,Art,34.58,1,10.03
166296,14/03/2014,20/03/2014,Paper,314.55,3,150.98
152296,01/08/2011,03/08/2011,Binders,19.75,3,6.91
125738,16/10/2013,22/10/2013,Paper,45.68,2,21.01
125738,16/10/2013,22/10/2013,Paper,60.12,9,28.86
125738,16/10/2013,22/10/2013,Binders,41.72,5,13.04
125738,16/10/2013,22/10/2013,Paper,71.6,8,32.94
124576,02/08/2014,05/08/2014,Binders,54.9,2,18.53
118913,26/06/2013,30/06/2013,Appliances,60.81,3,17.03
128412,11/12/2013,18/12/2013,Binders,153.55,3,51.82
128412,11/12/2013,18/12/2013,Appliances,65.34,3,22.87
128412,11/12/2013,18/12/2013,Paper,123.92,4,55.76
128412,11/12/2013,18/12/2013,Appliances,35.1,3,12.29
128412,11/12/2013,18/12/2013,Accessories,44.75,5,8.5
138002,06/09/2012,12/09/2012,Binders,6.1,2,2.13
138002,06/09/2012,12/09/2012,Furnishings,191.82,3,74.81
129378,02/10/2014,03/10/2014,Binders,1.44,1,0.5
129378,02/10/2014,03/10/2014,Binders,61.78,13,20.85
129378,02/10/2014,03/10/2014,Appliances,241.96,2,60.49
129378,02/10/2014,03/10/2014,Chairs,108.61,4,9.5
130841,29/07/2014,02/08/2014,Binders,9.98,4,3.62
130841,29/07/2014,02/08/2014,Storage,14.98,1,4.19
130841,29/07/2014,02/08/2014,Phones,1145.6,4,100.24
106383,20/03/2013,22/03/2013,Bookcases,72.29,1,-98.8
128055,31/03/2011,05/04/2011,Binders,673.57,2,252.59
128055,31/03/2011,05/04/2011,Appliances,52.98,2,14.83
123232,14/12/2012,16/12/2012,Phones,319.97,4,36
122322,16/07/2013,22/07/2013,Supplies,44.4,5,12.43
146633,16/11/2013,18/11/2013,Binders,1016.79,1,381.3
146633,16/11/2013,18/11/2013,Binders,38.14,7,13.35
103380,22/11/2014,26/11/2014,Storage,56.56,2,15.27
103380,22/11/2014,26/11/2014,Art,5.56,2,1.45
103380,22/11/2014,26/11/2014,Fasteners,9.02,2,3.52
103380,22/11/2014,26/11/2014,Appliances,8.62,1,2.24
103380,22/11/2014,26/11/2014,Phones,659.98,3,49.5
116092,15/02/2012,18/02/2012,Paper,13.36,2,6.41
116092,15/02/2012,18/02/2012,Binders,41.72,5,13.04
116092,15/02/2012,18/02/2012,Binders,11.52,5,4.18
116092,15/02/2012,18/02/2012,Appliances,541.44,6,157.02
116092,15/02/2012,18/02/2012,Paper,19.44,3,9.33
117849,16/04/2013,18/04/2013,Paper,143.7,3,68.98
169201,28/09/2012,01/10/2012,Appliances,43.26,3,14.28
169201,28/09/2012,01/10/2012,Appliances,43.56,2,15.25
105214,17/06/2014,20/06/2014,Chairs,1212.96,7,90.97
105214,17/06/2014,20/06/2014,Paper,18.54,2,8.71
117611,08/11/2012,10/11/2012,Fasteners,5,1,2.4
117611,08/11/2012,10/11/2012,Accessories,371.97,3,66.95
137470,18/09/2014,18/09/2014,Paper,12.96,2,6.35
102036,21/09/2012,27/09/2012,Storage,199.74,6,47.94
142944,06/03/2012,11/03/2012,Furnishings,435.26,7,95.76
142944,06/03/2012,11/03/2012,Copiers,1119.98,2,377.99
157882,03/10/2011,08/10/2011,Tables,143.43,1,3.59
157882,03/10/2011,08/10/2011,Chairs,122.35,3,13.76
142622,31/10/2014,03/11/2014,Chairs,97.57,2,-6.1
142622,31/10/2014,03/11/2014,Chairs,614.27,8,-23.04
142622,31/10/2014,03/11/2014,Bookcases,199.98,2,38
143343,11/06/2014,14/06/2014,Art,16.4,5,4.76
115154,09/01/2014,12/01/2014,Tables,892.98,2,80.37
120418,12/06/2014,13/06/2014,Chairs,280.79,1,35.1
120418,12/06/2014,13/06/2014,Storage,68.45,4,7.7
120418,12/06/2014,13/06/2014,Art,88.04,5,6.6
120418,12/06/2014,13/06/2014,Art,15.87,1,1.98
120418,12/06/2014,13/06/2014,Storage,215.59,3,-48.51
165491,21/03/2014,25/03/2014,Accessories,265.93,7,63.82
138422,24/09/2014,27/09/2014,Envelopes,14.35,3,5.2
155187,25/09/2013,27/09/2013,Storage,41.96,2,2.94
155187,25/09/2013,27/09/2013,Paper,41.7,5,20.85
109701,03/12/2014,04/12/2014,Binders,9.02,6,3.16
109701,03/12/2014,04/12/2014,Binders,69.46,2,22.57
109701,03/12/2014,04/12/2014,Paper,10.86,2,5.32
109701,03/12/2014,04/12/2014,Appliances,79.47,3,22.25
109701,03/12/2014,04/12/2014,Art,10.08,6,5.04
111514,31/08/2012,02/09/2012,Bookcases,1552.83,7,200.95
111514,31/08/2012,02/09/2012,Binders,137.24,5,46.32
111514,31/08/2012,02/09/2012,Accessories,36.51,1,15.7
111514,31/08/2012,02/09/2012,Machines,239.98,3,80.99
102295,24/11/2011,26/11/2011,Chairs,120.71,1,-18.11
148628,06/12/2012,11/12/2012,Paper,32.75,5,15.07
117534,26/03/2014,27/03/2014,Appliances,176.04,4,45.77
117534,26/03/2014,27/03/2014,Art,16.02,9,4.49
117534,26/03/2014,27/03/2014,Binders,185.92,4,62.75
117534,26/03/2014,27/03/2014,Phones,211.17,4,15.84
117534,26/03/2014,27/03/2014,Copiers,479.98,2,60
145065,12/12/2012,15/12/2012,Fasteners,7.86,2,3.62
145065,12/12/2012,15/12/2012,Binders,24.45,2,8.86
169264,15/08/2014,17/08/2014,Labels,5.76,2,2.82
169264,15/08/2014,17/08/2014,Art,16.68,6,4.34
108574,08/10/2014,12/10/2014,Accessories,1115.91,9,200.86
108574,08/10/2014,12/10/2014,Phones,128.74,7,-28.97
108574,08/10/2014,12/10/2014,Phones,79.92,10,26.97
144589,21/01/2014,26/01/2014,Art,24.2,5,7.99
144589,21/01/2014,26/01/2014,Phones,359.98,3,130.49
155985,24/03/2014,26/03/2014,Furnishings,211.84,8,76.26
142041,07/06/2012,09/06/2012,Binders,7.52,5,2.63
151295,12/11/2011,16/11/2011,Paper,11.96,2,5.86
151295,12/11/2011,16/11/2011,Tables,629.06,3,31.45
168655,13/10/2014,19/10/2014,Accessories,595,5,95.2
168655,13/10/2014,19/10/2014,Binders,79.87,3,29.95
107202,22/05/2013,29/05/2013,Machines,2396.4,10,179.73
159597,10/11/2014,15/11/2014,Storage,63.56,2,3.18
159597,10/11/2014,15/11/2014,Accessories,99.99,1,44
100748,14/05/2014,21/05/2014,Labels,58.48,8,27.49
129805,29/12/2014,03/01/2015,Furnishings,7.4,2,3.03
140053,04/07/2014,11/07/2014,Furnishings,545.85,9,114.63
164210,18/11/2011,20/11/2011,Tables,145.98,2,-99.27
164210,18/11/2011,20/11/2011,Paper,35.81,4,12.53
100573,25/09/2012,01/10/2012,Envelopes,17.48,2,8.22
140207,06/11/2013,11/11/2013,Binders,29.12,5,9.83
142419,11/07/2012,13/07/2012,Paper,29.97,3,13.49
142419,11/07/2012,13/07/2012,Binders,98.35,3,34.42
114972,04/11/2013,07/11/2013,Chairs,217.58,2,-29.92
114972,04/11/2013,07/11/2013,Accessories,82.95,5,29.03
114972,04/11/2013,07/11/2013,Labels,87.71,7,41.22
114972,04/11/2013,07/11/2013,Appliances,1101.48,4,429.58
102750,05/09/2014,09/09/2014,Tables,1322.35,3,-99.18
147956,25/12/2014,01/01/2015,Storage,1003.62,6,0
126067,29/08/2014,04/09/2014,Phones,35.17,4,11.43
126067,29/08/2014,04/09/2014,Tables,1137.75,5,250.31
126067,29/08/2014,04/09/2014,Binders,99.68,5,32.4
126067,29/08/2014,04/09/2014,Art,5.56,2,1.45
113579,13/12/2011,15/12/2011,Paper,90.24,6,41.51
122371,26/09/2012,01/10/2012,Storage,64.17,3,18.61
122371,26/09/2012,01/10/2012,Envelopes,124.46,2,58.5
126935,20/05/2013,25/05/2013,Binders,9.58,1,3.35
149482,15/11/2013,20/11/2013,Labels,7.38,2,3.47
143917,25/07/2011,27/07/2011,Storage,53.72,4,15.04
143917,25/07/2011,27/07/2011,Supplies,8187.65,5,327.51
143917,25/07/2011,27/07/2011,Furnishings,77.92,8,34.28
163902,03/03/2014,09/03/2014,Phones,196.78,3,14.76
163902,03/03/2014,09/03/2014,Accessories,479.94,6,52.79
143238,06/09/2012,08/09/2012,Accessories,46.32,4,18.06
113404,16/07/2012,16/07/2012,Chairs,1348.7,6,-219.16
113404,16/07/2012,16/07/2012,Chairs,700.15,3,78.77
144792,01/05/2013,05/05/2013,Furnishings,111.89,7,22.38
108070,17/04/2014,21/04/2014,Storage,205.92,4,2.06
108070,17/04/2014,21/04/2014,Bookcases,102.83,1,-6.05
128090,16/08/2012,22/08/2012,Art,2.3,1,0.26
128090,16/08/2012,22/08/2012,Phones,1879.96,5,211.5
128090,16/08/2012,22/08/2012,Paper,313.02,8,105.65
128090,16/08/2012,22/08/2012,Labels,5.04,2,1.76
147788,31/05/2012,04/06/2012,Bookcases,1406.86,7,140.69
147788,31/05/2012,04/06/2012,Labels,15.75,5,7.56
147788,31/05/2012,04/06/2012,Storage,323.1,2,61.39
123967,02/11/2014,04/11/2014,Binders,25.12,5,7.85
123967,02/11/2014,04/11/2014,Tables,2665.62,9,239.91
137729,06/05/2013,10/05/2013,Storage,5.98,1,1.02
137729,06/05/2013,10/05/2013,Phones,246.17,3,21.54
154053,05/03/2013,11/03/2013,Art,16.99,1,4.93
137204,29/04/2013,06/05/2013,Chairs,41.57,2,2.6
147298,26/04/2011,03/05/2011,Chairs,230.28,3,23.03
147298,26/04/2011,03/05/2011,Binders,18.29,6,5.72
147942,02/04/2014,06/04/2014,Labels,5.78,2,2.72
147942,02/04/2014,06/04/2014,Binders,121.68,13,38.03
115931,23/12/2014,27/12/2014,Art,4.17,3,1.08
115931,23/12/2014,27/12/2014,Phones,67.04,4,6.7
115931,23/12/2014,27/12/2014,Storage,37.32,3,10.45
115931,23/12/2014,27/12/2014,Labels,18.45,5,8.67
110604,16/05/2014,21/05/2014,Furnishings,39.96,2,17.18
110604,16/05/2014,21/05/2014,Chairs,42.62,2,4.26
110604,16/05/2014,21/05/2014,Chairs,220.96,1,24.86
162369,15/08/2012,19/08/2012,Storage,323.1,2,61.39
146794,27/09/2013,02/10/2013,Bookcases,424.96,5,20
112515,18/09/2014,22/09/2014,Binders,10.78,3,3.5
112515,18/09/2014,22/09/2014,Binders,11.78,3,4.27
112515,18/09/2014,22/09/2014,Paper,164.88,3,80.79
112515,18/09/2014,22/09/2014,Bookcases,1292.94,3,77.58
112515,18/09/2014,22/09/2014,Binders,25.58,2,8.95
112515,18/09/2014,22/09/2014,Storage,261.74,2,65.44
112515,18/09/2014,22/09/2014,Labels,14.4,5,7.06
150343,17/08/2013,21/08/2013,Envelopes,10.86,3,5.1
135538,24/12/2012,28/12/2012,Chairs,883.84,4,99.43
139759,25/08/2012,30/08/2012,Chairs,40.78,1,4.59
139759,25/08/2012,30/08/2012,Appliances,105.96,4,29.67
136875,04/12/2014,04/12/2014,Paper,166.44,3,79.89
160780,21/06/2011,21/06/2011,Binders,11.09,7,-8.13
160780,21/06/2011,21/06/2011,Binders,25.16,2,-16.78
137085,30/06/2014,07/07/2014,Binders,312.55,9,101.58
153220,12/11/2012,14/11/2012,Paper,15.7,5,7.07
144211,29/08/2013,03/09/2013,Paper,15.48,3,5.61
144211,29/08/2013,03/09/2013,Phones,108.58,3,8.14
138079,22/01/2013,28/01/2013,Furnishings,109.9,5,37.37
155873,17/06/2014,22/06/2014,Supplies,16.68,2,4.34
155873,17/06/2014,22/06/2014,Paper,19.44,3,9.33
155873,17/06/2014,22/06/2014,Paper,192.16,4,92.24
121797,30/01/2012,06/02/2012,Furnishings,227.36,7,81.85
121797,30/01/2012,06/02/2012,Machines,1919.98,3,216
103723,01/12/2012,06/12/2012,Art,13.9,5,5.56
144827,22/12/2014,28/12/2014,Storage,124.36,2,33.58
153479,04/10/2011,08/10/2011,Labels,14.45,5,6.79
153479,04/10/2011,08/10/2011,Binders,95.65,2,31.09
104801,14/02/2014,20/02/2014,Art,6.63,3,1.79
104801,14/02/2014,20/02/2014,Accessories,799.96,4,343.98
104801,14/02/2014,20/02/2014,Furnishings,107.53,1,21.51
129770,21/02/2012,23/02/2012,Paper,49.12,4,23.09
149244,04/11/2011,08/11/2011,Furnishings,35.34,2,13.43
140144,20/06/2012,25/06/2012,Furnishings,257.64,6,100.48
140144,20/06/2012,25/06/2012,Phones,125.98,3,47.24
141257,08/06/2011,14/06/2011,Chairs,585.55,3,73.19
154669,08/08/2011,11/08/2011,Storage,423.28,11,110.05
158029,26/05/2011,30/05/2011,Chairs,225.3,2,22.53
155306,17/04/2012,21/04/2012,Art,5.56,2,2.22
155306,17/04/2012,21/04/2012,Accessories,323.37,3,129.35
155306,17/04/2012,21/04/2012,Phones,783.96,5,68.6
155306,17/04/2012,21/04/2012,Appliances,1447.65,5,419.82
155306,17/04/2012,21/04/2012,Paper,11.96,2,5.86
129574,26/05/2011,29/05/2011,Paper,48.4,5,23.23
126536,13/10/2014,15/10/2014,Accessories,0.99,1,0.44
126536,13/10/2014,15/10/2014,Binders,101.84,5,36.92
144729,22/10/2013,26/10/2013,Storage,154.44,3,1.54
127019,21/12/2012,25/12/2012,Appliances,60.98,7,4.57
138534,17/07/2012,19/07/2012,Bookcases,195.47,2,-13.8
149972,21/09/2012,23/09/2012,Chairs,601.54,4,0
